,budget,genres,id,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,title,vote_average
54,175000000,"['adventure', 'animation', 'family']",105864,en,The Good Dinosaur,An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.,51.692953,"['walt_disney_pictures', 'pixar_animation_studios']",['us'],2015-11-14,331926147,93.0,['en'],The Good Dinosaur,6.6
55,185000000,"['animation', 'adventure', 'comedy', 'family', 'action', 'fantasy']",62177,en,Brave,"Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",125.114374,"['walt_disney_pictures', 'pixar_animation_studios']",['us'],2012-06-21,538983207,93.0,['en'],Brave,6.7
56,185000000,"['action', 'adventure', 'science_fiction']",188927,en,Star Trek Beyond,"The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a mysterious new enemy who puts them and everything the Federation stands for to the test.",65.352913,"['paramount_pictures', 'bad_robot', 'perfect_storm_entertainment', 'alibaba_pictures_group', 'skydance_media', 'sneaky_shark', 'huahua_media']",['us'],2016-07-07,343471816,122.0,['en'],Star Trek Beyond,6.6
57,180000000,"['animation', 'family']",10681,en,WALL·E,"WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL·E thinks he's finally found a friend and stows away on the ship when it leaves.",66.390712,"['walt_disney_pictures', 'pixar_animation_studios', 'fortyfour_studios']",['us'],2008-06-22,521311860,98.0,['en'],WALL·E,7.8
58,140000000,"['action', 'comedy', 'crime', 'thriller']",5174,en,Rush Hour 3,"After an attempted assassination on Ambassador Han, Inspector Lee and Detective Carter are back in action as they head to Paris to protect a French woman with knowledge of the Triads' secret leaders. Lee also holds secret meetings with a United Nations authority, but his personal struggles with a Chinese criminal mastermind named Kenji, which reveals that it's Lee's long-lost...brother.",22.57178,['new_line_cinema'],['us'],2007-08-08,258022233,91.0,"['la', 'en', 'fr', 'ja', 'zh']",Rush Hour 3,6.1
59,200000000,"['action', 'adventure', 'science_fiction']",14161,en,2012,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",45.274225,"['columbia_pictures', 'centropolis_entertainment', 'the_mark_gordon_company', 'farewell_productions']","['ca', 'us']",2009-10-10,769653595,158.0,"['en', 'fr', 'hi', 'it', 'la', 'zh', 'pt', 'ru', 'bo']",2012,5.6
60,200000000,"['animation', 'drama']",17979,en,A Christmas Carol,"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption.",39.744242,"['walt_disney', 'imagemovers']",['us'],2009-11-04,325233863,96.0,['en'],A Christmas Carol,6.6
61,176000003,"['science_fiction', 'fantasy', 'action', 'adventure']",76757,en,Jupiter Ascending,"In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…",85.36908,"['village_roadshow_pictures', 'dune_entertainment', 'anarchos_productions', 'warner_bros.']",['us'],2015-02-04,183987723,124.0,['en'],Jupiter Ascending,5.2
62,180000000,"['action', 'adventure']",258489,en,The Legend of Tarzan,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",42.741719,"['village_roadshow_pictures', 'dark_horse_entertainment', 'jerry_weintraub_productions', 'ratpac-dune_entertainment', 'beagle_pug_films', 'riche_productions', 'village_roadshow_films_north_america']","['ca', 'gb', 'us']",2016-06-29,356743061,109.0,['en'],The Legend of Tarzan,5.5
63,180000000,"['adventure', 'family', 'fantasy']",411,en,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, the they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.",67.391328,"['walt_disney', 'walden_media']","['gb', 'us']",2005-12-07,748806957,143.0,"['en', 'de']","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.7
64,178000000,['science_fiction'],246655,en,X-Men: Apocalypse,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",139.272042,"['twentieth_century_fox_film_corporation', ""donners'_company"", 'marvel_entertainment', 'bad_hat_harry_productions', 'tsg_entertainment', 'kinberg_genre']",['us'],2016-05-18,543934787,144.0,['en'],X-Men: Apocalypse,6.4
65,185000000,"['drama', 'action', 'crime', 'thriller']",155,en,The Dark Knight,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",187.322927,"['dc_comics', 'legendary_pictures', 'warner_bros.', 'dc_entertainment', 'syncopy']","['gb', 'us']",2008-07-16,1004558444,152.0,"['en', 'zh']",The Dark Knight,8.2
66,175000000,"['animation', 'comedy', 'family', 'adventure']",14160,en,Up,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",92.201962,['pixar_animation_studios'],['us'],2009-05-13,735099082,96.0,['en'],Up,7.7
67,175000000,"['animation', 'family', 'adventure', 'science_fiction']",15512,en,Monsters vs Aliens,"When Susan Murphy is unwittingly clobbered by a meteor full of outer space gunk on her wedding day, she mysteriously grows to 49-feet-11-inches. The military jumps into action and captures Susan, secreting her away to a covert government compound. She is renamed Ginormica and placed in confinement with a ragtag group of Monsters...",36.167578,['dreamworks_animation'],['us'],2009-03-19,381509870,94.0,['en'],Monsters vs Aliens,6.0
68,140000000,"['action', 'science_fiction', 'adventure']",1726,en,Iron Man,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",120.725053,['marvel_studios'],['us'],2008-04-30,585174222,126.0,"['en', 'fa', 'ur', 'ar']",Iron Man,7.4
69,170000000,"['adventure', 'drama', 'family']",44826,en,Hugo,"Hugo is an orphan boy living in the walls of a train station in 1930s Paris. He learned to fix clocks and other gadgets from his father and uncle which he puts to use keeping the train station clocks running. The only thing that he has left that connects him to his dead father is an automaton (mechanical man) that doesn't work without a special key which Hugo needs to find to unlock the secret he believes it contains. On his adventures, he meets with a shopkeeper, George Melies, who works in the train station and his adventure-seeking god-daughter. Hugo finds that they have a surprising connection to his father and the automaton, and he discovers it unlocks some memories the old man has buried inside regarding his past.",32.319043,"['paramount_pictures', 'infinitum_nihil', 'gk_films']","['fr', 'us', 'gb']",2011-11-22,185770160,126.0,['en'],Hugo,7.0
70,170000000,"['action', 'adventure', 'comedy', 'science_fiction', 'western']",8487,en,Wild Wild West,Legless Southern inventor Dr. Arliss Loveless plans to rekindle the Civil War by assassinating President U.S. Grant. Only two men can stop him: gunfighter James West and master-of-disguise and inventor Artemus Gordon. The two must team up to thwart Loveless' plans.,40.748915,"['todman,_simon,_lemasters_productions', 'warner_bros.', 'peters_entertainment', 'sonnenfeld_josephson_worldwide_entertainment']",['us'],1999-06-29,222104681,106.0,['en'],Wild Wild West,5.1
71,145000000,"['adventure', 'action', 'fantasy']",1735,en,The Mummy: Tomb of the Dragon Emperor,"Archaeologist Rick O'Connell travels to China, pitting him against an emperor from the 2,000-year-old Han dynasty who's returned from the dead to pursue a quest for world domination. This time, O'Connell enlists the help of his wife and son to quash the so-called 'Dragon Emperor' and his abuse of supernatural power.",60.034162,"['universal_pictures', 'china_film_co-production_corporation', 'relativity_media', 'alphaville_films', 'sommers_company,_the']","['de', 'us']",2008-07-01,401128639,112.0,"['en', 'zh', 'sa']",The Mummy: Tomb of the Dragon Emperor,5.2
72,175000000,"['action', 'adventure', 'crime', 'fantasy', 'science_fiction']",297761,en,Suicide Squad,"From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.",90.23792,"['dc_comics', 'dune_entertainment', 'atlas_entertainment', 'warner_bros.', 'dc_entertainment']",['us'],2016-08-02,745000000,123.0,['en'],Suicide Squad,5.9
73,175000000,"['fantasy', 'comedy', 'family']",2698,en,Evan Almighty,God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.,27.082182,"['columbia_pictures', 'universal_pictures', 'spyglass_entertainment', 'shady_acres_entertainment', 'original_film', 'playtone', 'relativity_media']",['us'],2007-06-09,173000000,96.0,['en'],Evan Almighty,5.3
74,178000000,"['action', 'science_fiction']",137113,en,Edge of Tomorrow,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",79.456485,"['village_roadshow_pictures', 'warner_bros.', 'viz_media', 'province_of_british_columbia_production_services_tax_credit', '3_arts_entertainment', 'ratpac-dune_entertainment']","['au', 'us']",2014-05-27,370541256,113.0,['en'],Edge of Tomorrow,7.6
